site_id,latitude,longitude,address,city,state,zip_code,locality_type,landmark,num_optical_stores_within_1km,num_eye_clinics_within_1km,distance_to_nearest_optical_store_km,distance_to_nearest_mall_km,distance_to_public_transport_km,num_retail_shops_within_1km,num_restaurants_within_1km,estimated_daily_foot_traffic,vehicular_traffic_count,property_type,site_area_sqft,asking_rent_per_sqft_inr,floor_level,feasibility_score
97b5f451-0e61-4e90-8e45-c4960b53fff6,23.1815,79.9864,"Groud Floor, Shop No. J 6 A/B, Plot No 43 A, Ashok Marg, Sadar Main Road, Jabalpur, Madhya Pradesh, 482001",Jabalpur,Madhya Pradesh,482001.0,Urban,No landmark found,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
70dd3045-158d-4806-9374-7907bf90d249,23.0225,72.5714,"Ground Floor 6, Pushpak Complex, Prahladnagar Road, Opposite Prahladnagar Garden, Ahmedabad, Gujarat, 380015",Ahmedabad,Gujarat,380015.0,Urban,Prahladnagar Garden,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
a524ce40-fdbf-4d9b-adad-8c8014de7196,26.6624,79.4205,"Ground Floor, 867 A, Baba Marriage Home Complex, Kachahari Road, Harsh Nagar, Etawah, Uttar Pradesh, 206001",Etawah,Uttar Pradesh,206001.0,Urban,Baba Marriage Home,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
b012bb56-0a72-4214-bc8b-ba09eec643df,12.6279,76.1212,"Ground Floor, Amitratna Complex, Next to Vinayaka Nursing Home, BR Circle, 100ft Road, Mandya, Karnataka, 571401",Mandya,Karnataka,571401.0,Urban,Vinayaka Nursing Home,2,0,0.304,0.805,0.071,122,28,389,300,commercial,1200,45,Ground,0.9377773337721154
e0e13203-1ee1-492c-bbf7-e29b18bd8934,17.7231,77.4837,"Ground Floor, Asian Bussines Center, Kuvempu Nagar, Beside Asian Mall, Kalaburagi, Karnataka, 585102",Kalaburagi,Karnataka,585102.0,Urban,Asian Mall,2,0,0.304,0.805,0.071,122,28,389,300,commercial,1200,45,Ground,0.9377773337721154
c7587aca-0eff-4b1a-b2c1-dbaaccca1305,26.1445,91.7362,"Ground Floor, City Squaresubjects, Shop No G 3, G 4,G 13 & G 14, Near GDA Office, Sai Baba Mandir Road, Phool Bagh, Guwahati, Assam, 781001",Guwahati,Assam,781001.0,Urban,Sai Baba Mandir,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
661d98b8-ade6-4daf-a157-2c7d97919c59,23.2599,77.4126,"Ground Floor, Plot No 170, Samanvay Colony Village, Khajuri Kalan, Awadhpuri, Bhopal, Madhya Pradesh, 462022",Bhopal,Madhya Pradesh,462022.0,Urban,No landmark found,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
45e6b5cc-fb29-4172-8a13-bc5d20db6966,26.9124,75.7873,"Ground Floor, Plot No 201, Girraj Nagar, Village Kehajoa ka was, Sanganer, Iskon Temple Road, Jaipur, Rajasthan, 302029",Jaipur,Rajasthan,302029.0,Urban,Iskon Temple,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
a315448a-da3c-4b0e-bbf1-f0003a4f4ef6,23.2599,77.4126,"Ground Floor, Plot No 7 & 13 (22 Plot Scheme), Arvind Vihar Bagh Mughaliya, Katara Hills Road, Bhopal, Madhya Pradesh, 462034",Bhopal,Madhya Pradesh,462034.0,Urban,No landmark found,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
df2f0e3f-573d-49d6-bd36-4180bf7b3a42,23.2599,77.4126,"Ground Floor, Plot No A5, Janki Nagar, Adjacent to Fab India, Chunabhatti Main Road, Bhopal, Madhya Pradesh, 462016",Bhopal,Madhya Pradesh,462016.0,Urban,Fab India,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
9568c971-415d-4508-b856-74439d610df3,24.1037,86.6446,"Ground Floor, Savitri Complex, Railway Station Road, Near ICICI Bank, Shyamganj, Deoghar, Jharkhand, 814112",Deoghar,Jharkhand,814112.0,Urban,ICICI Bank,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
70842874-7679-4d71-9f4c-c0087143ae9a,15.3647,75.1239,"Ground Floor, Shop 1 & 2, Last Loukya Complex, Bus Stop, Haliyal Road, Vijyanand Nagar, Saptapur, Dharwad, Karnataka 580001",Dharwad,Karnataka,580001.0,Urban,No landmark found,2,0,0.304,0.805,0.071,122,28,389,300,commercial,1200,45,Ground,0.9377773337721154
1c986cf4-5386-4311-95b2-eb6b4097a00f,22.3072,73.1812,"Ground Floor, Shop No 104 & 105, Siddharth Crest Ii, Opposite HP Petrol Pump, Nizampura Main Road, Nizampura, Vadodara, Gujarat, 390024",Vadodara,Gujarat,390024.0,Urban,HP Petrol Pump,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
4976a528-dd0a-40b7-ae4b-0685e3f9a24f,26.2235,78.178,"Ground Floor, Shop No 3, Chetakpuri Main Road, Opposite Nirma Bhawan, Chetakpuri, Gwalior, Madhya Pradesh, 474001",Gwalior,Madhya Pradesh,474001.0,Urban,Nirma Bhawan,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
41dcb7df-b0d9-4b37-b352-78c09abfa1f9,22.3072,73.1812,"Ground Floor, Shop No 4, Akota, Akota, Beside Sony Centre Parshwadarshan Complex, Vadodara, Gujarat, 390020",Vadodara,Gujarat,390020.0,Urban,Sony Centre,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
f5e39365-c203-498e-acdc-3f1ffd7ea0ef,23.315,72.6165,"Ground Floor, Shop No 62, City Mall 2, Navjivan Mill Compound, Vardhman Nagar, Kalol, Gujarat, 382721",Kalol,Gujarat,382721.0,Urban,No landmark found,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
dde44866-5541-4ab1-a4cd-290a440488ec,23.2599,77.4126,"Ground Floor, Shop No 63, 64 & 65, Minal Residency, Opposite Raj HQ, Ayodhya Nagar Bypass, Bhopal, Madhya Pradesh, 462023",Bhopal,Madhya Pradesh,462023.0,Urban,Raj HQ,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
6d50b06c-89c4-4dea-95cd-937cd40e9f6f,23.0225,72.5714,"Ground Floor, Shop No 7, Privera Complex, Nehrunagar Circle, Ambawadi, Ahmedabad, Gujarat, 382210",Ahmedabad,Gujarat,382210.0,Urban,No landmark found,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
daf4532c-caf5-45bf-80cb-80c162a1c1d1,22.3072,73.1812,"Ground Floor, Uma Complex, Uma Char Rasta, Uma Colony, Prabhat Nagar, Waghodia, Vadodara, Gujarat, 390019",Vadodara,Gujarat,390019.0,Urban,No landmark found,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
05e62752-5095-449f-bdd0-59f08d61c629,23.5365,75.4419,"Ground Floor, Unit No 1, VDS Prime Plaza, Plot No 9, Varamihir Marg, Freeganj, Ujjain, Madhya Pradesh, 456001",Ujjain,Madhya Pradesh,456001.0,Urban,No landmark found,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
6cf96236-3e43-461c-8c2a-8c5bd8ef5382,25.6265,85.1044,"Ground Floor, Ward No 28, Samridhi Complex, Near Westside, New Dak Bungalow, SP Verma Road Lodipur, Patna, Bihar, 800001",Patna,Bihar,800001.0,Urban,Westside,1,0,0.342,0.86,0.319,60,9,143,300,commercial,1200,45,Ground,0.7986524689326626
5eea812e-6c81-49a8-bc70-a4be150c4a8e,32.2403,75.1387,"Harbast No 337, Bedi Complex, Opposite Dominos, Jail Road, Gurdaspur, Punjab, 143521",Gurdaspur,Punjab,143521.0,Urban,Dominos,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
e9c098a5-325e-4038-b3b3-848a4ee8f720,23.8767,78.7361,"House No 118, Ground Floor, Adjacent to Royal Enfield, Sanchi Road, Shastri Nagar, Vidisha, Madhya Pradesh, 464001",Vidisha,Madhya Pradesh,464001.0,Urban,Royal Enfield,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
d4aaf340-357c-4d49-887f-9ee8a3877bf5,26.8467,80.9462,"House No 44/82 ,3/20/106, Dashrath Complex, Nahar Bagh Mangal Pandey Ward (44) Rampath Road, Niyawan Road, Ayodhya, Uttar Pradesh, 224001",Ayodhya,Uttar Pradesh,224001.0,Urban,No landmark found,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
2aa15294-5d42-47e5-88a7-8949d16c38ea,30.149,78.3922,"JMD Complex, Near Bandhan Bank, Main Devi Mandir Road, Khet 32 Village Sitabpur, Kotdwar, Pauri Garhwal, Uttarakhand, 246149",Kotdwar,Uttarakhand,246149.0,Semi-Urban,Bandhan Bank,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.5879945700719289
0cbf5d0c-2c12-4dc8-8e61-28b3ba6ed4f3,26.2235,78.178,"Khasra No 520, 521, 524, DB Mall, Unit No F2&3, 528 & 529, Racecourse Road, Opposite Railway Station, Gwalior, Madhya Pradesh, 474001",Gwalior,Madhya Pradesh,474001.0,Urban,Railway Station,0,0,1.996,0.734,0.328,12,8,45,300,commercial,1200,45,Ground,0.6262882563114099
95385e6c-25d8-4427-a4b2-148f35fa3ae3,17.6904,83.2315,"No 9-1-224/1, T S No 1036/2, Waltair Ward, Cbm Compound, Maddilapalem, Rama Talkies Road, Visakhapatnam, Andhra Pradesh, 530003",Visakhapatnam,Andhra Pradesh,530003.0,Urban,No landmark found,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
ba334c60-0b95-438b-8a0b-718ccff5764d,11.9401,75.6188,"Perumba SM Shopping Complex, Near KSRTC Stand, PO Payyanur, Kannur, Kerala, 670307",Payyanur,Kerala,670307.0,Urban,KSRTC Stand,0,0,1.996,0.884,0.324,15,8,63,200,commercial,1200,45,Ground,0.6329945700719289
cbc27aef-beb4-42f4-8c3c-d1cc2ab7a8e7,22.77536095742135,75.90099564718535,"695 Synthetic Street, Bengaluru, Odisha",Bengaluru,Odisha,,Urban,Near Synthetic Landmark 26,0,0,144.2686862863039,2754.2124931352187,0.0,78,0,101,10,,1200,45,Ground,0.6494931675363954
047b1572-fccc-40ef-a622-19d51b30cb9f,12.979388169034001,77.60751566321545,"704 Synthetic Street, Patna, Madhya Pradesh",Patna,Madhya Pradesh,,Urban,Near Synthetic Landmark 91,1,0,2929.588831913278,1596.5861874341374,1951.8196381025655,15,0,167,63,,1200,45,Ground,0.6500099509504333
761290d4-59ef-4e5a-8a5b-08fe7ab348c7,26.124224724024337,91.72794828145459,"542 Synthetic Street, Visnagar, Madhya Pradesh",Visnagar,Madhya Pradesh,,Urban,Near Synthetic Landmark 66,2,0,4429.785377024612,0.0,2881.69724431189,0,2,61,113,,1200,45,Ground,0.6881389372071522
27a15eea-e253-44ed-b728-eaba352db6c2,23.53795163876972,75.4158739101014,"694 Synthetic Street, Bengaluru, Rajasthan",Bengaluru,Rajasthan,,Urban,Near Synthetic Landmark 12,0,0,1684.9762784843858,0.0,0.0,77,21,173,272,,1200,45,Ground,0.7558128046009434
e2eea007-1872-45b2-ae34-48dd6becd42c,23.02128243561767,72.4554112408641,"56 Synthetic Street, Deoghar, Madhya Pradesh",Deoghar,Madhya Pradesh,,Urban,Near Synthetic Landmark 61,2,0,0.0,951.1529825799836,0.0,0,14,130,322,,1200,45,Ground,0.6891273721655462
819df163-0d88-436f-a8f9-421a5a9f4d1c,25.62978409871754,85.09203657619484,"668 Synthetic Street, Jabalpur, Uttar Pradesh",Jabalpur,Uttar Pradesh,,Urban,Near Synthetic Landmark 37,0,0,2601.1350677667747,285.174622230038,0.0,81,2,192,244,,1200,45,Ground,0.6776856988387946
7b8b5f7c-f749-4d61-9f5c-a1630e642a53,21.11795404562338,79.0254397805283,"491 Synthetic Street, Visakhapatnam, West Bengal",Visakhapatnam,West Bengal,,Urban,Near Synthetic Landmark 5,0,0,1864.9914715414359,2292.1824616855265,1949.3391023093707,0,5,0,64,,1200,45,Ground,0.5178089887640449
03cdf54b-667b-4c6c-96d5-c6446e0c45e3,12.994626577801563,77.61099950100446,"649 Synthetic Street, Ujjain, Karnataka",Ujjain,Karnataka,,Urban,Near Synthetic Landmark 16,0,0,0.0,0.0,681.8958033738425,56,6,0,109,,1200,45,Ground,0.6123314606741573
59772f2c-2e0e-40b6-9570-345c367a51c2,23.186929059850726,79.98074208915287,"332 Synthetic Street, Visnagar, Maharashtra",Visnagar,Maharashtra,,Urban,Near Synthetic Landmark 74,0,0,5081.291555760486,0.0,811.7205540031995,0,4,210,0,,1200,45,Ground,0.6508245968689765
1582023e-03a9-439a-9fa5-e55c52d7404e,26.68362178327851,79.42842431463637,"695 Synthetic Street, Gwalior, Karnataka",Gwalior,Karnataka,,Urban,Near Synthetic Landmark 62,0,0,0.0,671.3149569699772,0.0,0,10,23,1,,1200,45,Ground,0.5770335981696519
b77539e7-5242-4235-86cb-3705366f1a52,12.995156029009632,77.62215940792487,"707 Synthetic Street, Ahmedabad, Madhya Pradesh",Ahmedabad,Madhya Pradesh,,Urban,Near Synthetic Landmark 60,0,0,0.0,0.0,0.0,49,6,122,0,,1200,45,Ground,0.7049295598075627
0e232fc8-1c38-4372-83f6-19e7af6435a9,26.213094701838237,78.20006075833193,"168 Synthetic Street, Indore, Madhya Pradesh",Indore,Madhya Pradesh,,Urban,Near Synthetic Landmark 87,2,0,0.0,388.05127244644376,0.0,122,1,119,301,,1200,45,Ground,0.747294986914892
b8a0b8ea-7f3d-4be4-96d2-0236aa1488b1,12.98829203183732,77.61632234511747,"154 Synthetic Street, Mangaluru, Karnataka",Mangaluru,Karnataka,,Urban,Near Synthetic Landmark 26,0,0,0.0,0.0,491.83396576072636,1,6,104,179,,1200,45,Ground,0.6104423471706393
9396ec00-3794-4a97-9375-3a09558f00b1,25.61856652758288,85.11085166483862,"654 Synthetic Street, Bengaluru, Karnataka",Bengaluru,Karnataka,,Urban,Near Synthetic Landmark 22,1,0,0.0,3588.35175563955,0.0,72,0,0,392,,1200,45,Ground,0.6854494382022472
b0495cef-655e-4c5d-aea9-996ef9a165cf,23.265363607833695,77.41209485766996,"237 Synthetic Street, Bengaluru, Madhya Pradesh",Bengaluru,Madhya Pradesh,,Urban,Near Synthetic Landmark 12,0,0,215.6716749454333,2963.5537832159553,316.9040983757934,0,12,0,351,,1200,45,Ground,0.5217415730337078
15d90864-8960-4946-bc8f-838aecbb3725,22.77811582244183,75.90464132896084,"535 Synthetic Street, Navi Mumbai, Madhya Pradesh",Navi Mumbai,Madhya Pradesh,,Urban,Near Synthetic Landmark 12,0,0,676.8261159089661,1405.8679310905259,1273.5882595007367,20,4,231,264,,1200,45,Ground,0.5929182925109304
07ad4810-8e81-4d9e-a3ef-ea647bd29bf1,23.089032997309037,72.4828267148143,"426 Synthetic Street, Bengaluru, Chhattisgarh",Bengaluru,Chhattisgarh,,Urban,Near Synthetic Landmark 24,0,0,568.5043972147791,1253.3089154491656,645.8791141341521,109,8,85,214,,1200,45,Ground,0.604440239449642
31b4cf61-332f-4fe3-8ec6-c67cd8aad4de,23.088216580796413,72.50019000711025,"292 Synthetic Street, Ayodhya, Maharashtra",Ayodhya,Maharashtra,,Urban,Near Synthetic Landmark 53,0,0,0.0,2549.8342411473495,0.0,67,18,83,63,,1200,45,Ground,0.6359048313039664
f4e5cda5-c41a-4378-9a37-56d31df146fa,12.875824622843613,74.84640560528305,"290 Synthetic Street, Indore, Karnataka",Indore,Karnataka,,Urban,Near Synthetic Landmark 31,1,0,0.0,3050.3063001475443,192.96488192203384,1,24,0,67,,1200,45,Ground,0.5965449438202247
7685b6f1-fea8-40dc-9a56-00bf0d61b072,25.642925811504334,85.09540112642037,"552 Synthetic Street, Bilaspur, Madhya Pradesh",Bilaspur,Madhya Pradesh,,Urban,Near Synthetic Landmark 65,0,0,0.0,1459.2982117984207,0.0,36,7,162,439,,1200,45,Ground,0.6343455878896149
fa424a86-be99-43f4-a5b4-b5941cf2d8da,23.32161798876773,72.62512261398162,"373 Synthetic Street, Vadodara, Madhya Pradesh",Vadodara,Madhya Pradesh,,Urban,Near Synthetic Landmark 76,1,0,5231.31316736892,394.62157645622466,2257.1219181710876,36,15,0,181,,1200,45,Ground,0.6236516853932584
aad429ea-4274-4b2d-bd4e-275ebd725a49,26.842721602583428,80.92581197326908,"388 Synthetic Street, Bengaluru, Uttar Pradesh",Bengaluru,Uttar Pradesh,,Urban,Near Synthetic Landmark 57,0,0,4869.41430542272,990.632825886403,579.8846377926355,0,8,183,212,,1200,45,Ground,0.5705404071270744
922ebb20-38e9-4d60-a3a3-1a7969d5d63d,26.147703676171453,91.74836843115652,"270 Synthetic Street, Ujjain, Karnataka",Ujjain,Karnataka,,Semi-Urban,Near Synthetic Landmark 71,1,0,0.0,0.0,0.0,98,7,0,267,,1200,45,Ground,0.7339887640449437
d30bd827-b375-4693-82c8-53dfcc3a0542,29.900266671131224,73.86867968391445,"796 Synthetic Street, Mumbai Suburban, Uttar Pradesh",Mumbai Suburban,Uttar Pradesh,,Urban,Near Synthetic Landmark 38,0,0,0.0,2343.9547368993594,0.0,0,8,153,352,,1200,45,Ground,0.6121722062902544
de03b6cf-0fc9-48ab-aeca-8f28f2fe0ee4,23.259850492744807,77.408335461267,"597 Synthetic Street, Kalaburagi, Madhya Pradesh",Kalaburagi,Madhya Pradesh,,Urban,Near Synthetic Landmark 75,0,0,428.7077959477721,0.0,0.0,0,19,0,247,,1200,45,Ground,0.6631741573033707
0405373f-12ac-489d-9176-5001ca97b2f7,12.983132783926226,77.62836734726038,"577 Synthetic Street, Bharuch, Karnataka",Bharuch,Karnataka,,Urban,Near Synthetic Landmark 88,0,0,2468.698071203106,0.0,0.0,35,7,0,0,,1200,45,Ground,0.6760955056179775
e67ba4d6-c915-4964-ada7-331f47b007d6,12.979119238197473,77.6348979897721,"920 Synthetic Street, Bengaluru, Maharashtra",Bengaluru,Maharashtra,,Urban,Near Synthetic Landmark 32,0,0,5996.017937029838,862.7906344525079,1404.853496580388,0,9,157,36,,1200,45,Ground,0.5638497641546394
eb17bcb7-5790-478b-b8fb-69c05d19003c,26.73808041120228,83.4049669538552,"849 Synthetic Street, Bilaspur, Madhya Pradesh",Bilaspur,Madhya Pradesh,,Urban,Near Synthetic Landmark 45,0,0,2367.1990081830704,0.0,198.57800304668055,0,16,0,428,,1200,45,Ground,0.5989887640449438
e24baf4e-6b8a-4759-a906-fcc31ff1a36d,15.367118463241003,75.13067139729952,"868 Synthetic Street, Bhopal, Karnataka",Bhopal,Karnataka,,Urban,Near Synthetic Landmark 7,0,0,5063.769083630663,0.0,448.12019120436486,0,16,34,427,,1200,45,Ground,0.6084727249933399
a2c84d8c-8606-4f05-bb3b-cfb49cf630e0,12.986788630796074,77.6174118363775,"805 Synthetic Street, D D Pankal, Madhya Pradesh",D D Pankal,Madhya Pradesh,,Urban,Near Synthetic Landmark 90,2,0,0.0,216.34651576831368,0.0,12,0,19,410,,1200,45,Ground,0.6570414335636939
a690f53b-1abb-454a-bfaf-9b34ce4e6b8e,26.92420060499521,75.79279995313321,"480 Synthetic Street, Indore, Karnataka",Indore,Karnataka,,Urban,Near Synthetic Landmark 51,2,0,0.0,0.0,992.4509898528813,14,6,0,96,,1200,45,Ground,0.6687359550561798
a5d41f4f-c38b-49cb-aaa2-a4b070f14471,26.227468646307706,78.1752258977382,"574 Synthetic Street, Mangaluru, Gujarat",Mangaluru,Gujarat,,Urban,Near Synthetic Landmark 52,1,0,0.0,0.0,652.3635422350127,35,2,196,0,,1200,45,Ground,0.7329587623211572
09c2841e-82a5-41d4-916f-28bb06ad40d1,23.686241378681935,72.54198332571542,"298 Synthetic Street, Bengaluru, Rajasthan",Bengaluru,Rajasthan,,Urban,Near Synthetic Landmark 28,0,0,0.0,0.0,1329.334045681691,0,16,185,338,,1200,45,Ground,0.6380926692053344
3f1a3b3b-d53e-405e-ad4d-92071c17918b,12.989903433312813,77.63195948538491,"589 Synthetic Street, Bettiah, Maharashtra",Bettiah,Maharashtra,,Urban,Near Synthetic Landmark 11,0,0,0.0,4278.045864208862,0.0,88,4,0,87,,1200,45,Ground,0.616685393258427
1f327d5b-4de1-4bd9-8faf-b8f193c0c121,21.717880628145725,73.01160308256178,"285 Synthetic Street, Jalandhar, Gujarat",Jalandhar,Gujarat,,Urban,Near Synthetic Landmark 42,1,0,0.0,0.0,1905.316124783969,0,10,275,152,,1200,45,Ground,0.7398264851989407
9750e6d1-d601-48af-9e9c-ea1a191494c0,13.002399555851683,77.63156636603449,"354 Synthetic Street, Visakhapatnam, Uttar Pradesh",Visakhapatnam,Uttar Pradesh,,Urban,Near Synthetic Landmark 51,0,0,0.0,4491.604905449419,0.0,0,0,81,122,,1200,45,Ground,0.5875941422594142
3c21dcf4-8280-4f69-8d45-d86df20eafc7,26.791492675235105,80.95147546957776,"631 Synthetic Street, Jaipur, Madhya Pradesh",Jaipur,Madhya Pradesh,,Urban,Near Synthetic Landmark 52,0,0,2106.1678056610344,0.0,0.0,14,2,173,179,,1200,45,Ground,0.7097453888706062
d25a6e5d-3ecc-4ad3-9654-a9d2f60cf389,17.913192426778583,77.5348763893996,"266 Synthetic Street, Ujjain, Madhya Pradesh",Ujjain,Madhya Pradesh,,Urban,Near Synthetic Landmark 29,0,0,0.0,4039.6126965812314,530.4758323400905,0,0,110,213,,1200,45,Ground,0.5331834030683403
91deb348-692c-436d-ae43-3fecad0ac844,24.569160926673298,81.28008476656676,"635 Synthetic Street, Mysuru, Gujarat",Mysuru,Gujarat,,Urban,Near Synthetic Landmark 12,0,0,6992.0655286203155,0.0,1858.1090063115591,37,16,0,327,,1200,45,Ground,0.6197752808988763
90c45c20-61a3-4e9e-8c80-38723112f486,25.629271876108064,85.09022833096259,"394 Synthetic Street, Kotdwar, Uttar Pradesh",Kotdwar,Uttar Pradesh,,Urban,Near Synthetic Landmark 2,1,0,0.0,0.0,0.0,0,14,0,126,,1200,45,Ground,0.7278651685393258
eaad6bca-f330-490f-9286-5f659fc7f496,32.67397492662283,74.86562837911745,"96 Synthetic Street, Jabalpur, Bihar",Jabalpur,Bihar,,Urban,Near Synthetic Landmark 47,0,0,0.0,0.0,0.0,62,10,29,4,,1200,45,Ground,0.6885386990111733
21a91048-c6c8-4793-99b8-a1668da23985,12.977163603568053,77.61708026948459,"790 Synthetic Street, Bengaluru, Karnataka",Bengaluru,Karnataka,,Urban,Near Synthetic Landmark 43,0,0,0.0,2678.9306252845463,0.0,0,5,244,409,,1200,45,Ground,0.6358703555701817
3bd21979-2a6a-43e8-ad44-3903c6f57940,26.6674479911037,79.40445029023459,"97 Synthetic Street, Mandya, Karnataka",Mandya,Karnataka,,Urban,Near Synthetic Landmark 71,0,0,9500.303064395228,1028.944149362758,1784.4188969051802,60,21,63,29,,1200,45,Ground,0.5780788397348503
9139188e-0222-45e5-ad46-f4c89ba21de5,21.124913634343205,79.027674927969,"801 Synthetic Street, Bhopal, Bihar",Bhopal,Bihar,,Urban,Near Synthetic Landmark 53,0,0,1731.2581866712635,795.8455628105662,22.46607519606732,0,16,43,318,,1200,45,Ground,0.5359831852443859
09bdc71f-a47a-4616-983c-84d13d791907,21.13827455671818,79.085236273689,"304 Synthetic Street, Ahmedabad, Maharashtra",Ahmedabad,Maharashtra,,Urban,Near Synthetic Landmark 89,2,0,8918.216926151976,0.0,583.6814158137113,0,0,0,8,,1200,45,Ground,0.67
487deecf-7cbd-40ac-a4a4-1d864f51df70,12.989490979216866,77.60723487412965,"834 Synthetic Street, Bengaluru, Madhya Pradesh",Bengaluru,Madhya Pradesh,,Urban,Near Synthetic Landmark 46,0,0,0.0,0.0,1408.4594883271586,53,9,31,0,,1200,45,Ground,0.6209786015388714
6aa27fdd-e12c-4352-b359-79b03bff7b5e,19.20786319890407,72.84724445206271,"757 Synthetic Street, Indore, Madhya Pradesh",Indore,Madhya Pradesh,,Urban,Near Synthetic Landmark 42,1,0,0.0,4200.023910576172,2028.998488527933,0,3,0,461,,1200,45,Ground,0.584185393258427
425d03db-caa3-406f-bf9a-8126f11f4e4a,19.695345210030602,77.14121326377185,"67 Synthetic Street, Raghopur, Madhya Pradesh",Raghopur,Madhya Pradesh,,Semi-Urban,Near Synthetic Landmark 37,1,0,0.0,2359.154542988173,1509.8341400395393,41,20,113,295,,1200,45,Ground,0.6032898860733706
57349967-4f4f-4338-895e-1fe0398c6fc4,23.014045100670533,72.5599895078381,"569 Synthetic Street, Bhopal, Karnataka",Bhopal,Karnataka,,Semi-Urban,Near Synthetic Landmark 38,0,0,1257.3211022390312,0.0,290.9548104525621,49,3,0,0,,1200,45,Ground,0.5742134831460675
f3f87038-317e-4dd6-b80c-5afabb4e1103,22.318012561252385,73.17179026350004,"237 Synthetic Street, Bhopal, Madhya Pradesh",Bhopal,Madhya Pradesh,,Urban,Near Synthetic Landmark 79,1,0,3845.850892628822,0.0,0.0,82,33,40,282,,1200,45,Ground,0.8082643426887939
f85bb262-a06c-4dbc-a429-1538d3fe7840,26.66830805294274,79.42560501108272,"807 Synthetic Street, Etawah, Uttar Pradesh",Etawah,Uttar Pradesh,,Urban,Near Synthetic Landmark 73,0,0,0.0,0.0,0.0,0,3,0,51,,1200,45,Ground,0.641685393258427
33d47563-82d2-431f-9e6f-b117a7c2a47c,17.696057313868415,83.23288608311516,"496 Synthetic Street, Bengaluru, Karnataka",Bengaluru,Karnataka,,Urban,Near Synthetic Landmark 52,2,0,0.0,0.0,0.0,18,0,0,57,,1200,45,Ground,0.7301123595505618
09c25216-47f9-41f6-95d6-a451d3f8b764,23.15757265613831,79.97597770425001,"320 Synthetic Street, Kotdwar, Madhya Pradesh",Kotdwar,Madhya Pradesh,,Urban,Near Synthetic Landmark 44,0,0,0.0,1937.5910687513845,0.0,0,5,0,199,,1200,45,Ground,0.567808988764045
b10fedb0-ff16-4375-adbf-39af846a99d8,30.732807784817496,76.67493764547751,"561 Synthetic Street, Sri Ganganagar, Himachal Pradesh",Sri Ganganagar,Himachal Pradesh,,Semi-Urban,Near Synthetic Landmark 11,1,0,8821.346984573694,0.0,0.0,25,0,0,229,,1200,45,Ground,0.7015449438202247
0637aecb-6237-4c44-91b6-55f44d1f9009,24.10595497522993,86.66519057044316,"220 Synthetic Street, Bilaspur, Punjab",Bilaspur,Punjab,,Urban,Near Synthetic Landmark 80,0,0,2299.7220073890326,0.0,0.0,30,0,121,152,,1200,45,Ground,0.703105675959444
dce23907-04d8-4fb0-8ed5-33e7a81511c5,12.996155089359025,77.619692780284,"210 Synthetic Street, Bhopal, Gujarat",Bhopal,Gujarat,,Urban,Near Synthetic Landmark 91,3,0,0.0,0.0,1346.9375126220823,67,0,0,429,,1200,45,Ground,0.6551404494382023
dea99b6f-47e0-46a3-bb2b-e089f51270a7,26.22406673747363,78.16045991892084,"265 Synthetic Street, Bhopal, Gujarat",Bhopal,Gujarat,,Urban,Near Synthetic Landmark 49,2,0,8038.439430968498,3640.7117097376595,604.0866159243499,64,0,0,244,,1200,45,Ground,0.6309550561797753
